,Unnamed: 0,Date,Solar0,Solar1,Solar2,Solar3,Solar4,Solar5,Time,olympic_solar,oakleigh_solar,moorabbin_solar
133671,133671,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,07:15:00,6.6,6.4,6.4
133672,133672,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,07:30:00,6.6,6.4,6.4
133673,133673,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,07:45:00,6.6,6.4,6.4
133674,133674,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,08:00:00,6.6,6.4,6.4
133675,133675,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,08:15:00,6.6,6.4,6.4
133676,133676,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,08:30:00,6.6,6.4,6.4
133677,133677,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,08:45:00,6.6,6.4,6.4
133678,133678,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,09:00:00,6.6,6.4,6.4
133679,133679,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,09:15:00,6.6,6.4,6.4
133680,133680,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,09:30:00,6.6,6.4,6.4
133681,133681,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,09:45:00,6.6,6.4,6.4
133682,133682,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,10:00:00,6.6,6.4,6.4
133683,133683,2020-04-26,0.0,7.63,3.78,1.31,1.64,0.0,10:15:00,6.6,6.4,6.4
133684,133684,2020-04-26,0.0,7.63,3.79,1.31,1.64,0.0,10:30:00,6.6,6.4,6.4
133685,133685,2020-04-26,0.0,7.63,3.79,1.31,1.64,0.0,10:45:00,6.6,6.4,6.4
133686,133686,2020-04-26,0.0,7.63,3.79,1.31,1.64,0.0,11:00:00,6.6,6.4,6.4
133687,133687,2020-04-26,0.0,7.63,3.79,1.31,1.64,0.0,11:15:00,6.6,6.4,6.4
133688,133688,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,11:30:00,6.6,6.4,6.4
133689,133689,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,11:45:00,6.6,6.4,6.4
133690,133690,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,12:00:00,6.6,6.4,6.4
133691,133691,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,12:15:00,6.6,6.4,6.4
133692,133692,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,12:30:00,6.6,6.4,6.4
133693,133693,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,12:45:00,6.6,6.4,6.4
133694,133694,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,13:00:00,6.6,6.4,6.4
133695,133695,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,13:15:00,6.6,6.4,6.4
133696,133696,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,13:30:00,6.6,6.4,6.4
133697,133697,2020-04-26,0.0,7.63,3.79,1.3,1.64,0.0,13:45:00,6.6,6.4,6.4
133698,133698,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,14:00:00,6.6,6.4,6.4
133699,133699,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,14:15:00,6.6,6.4,6.4
133700,133700,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,14:30:00,6.6,6.4,6.4
133701,133701,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,14:45:00,6.6,6.4,6.4
133702,133702,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,15:00:00,6.6,6.4,6.4
133703,133703,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,15:15:00,6.6,6.4,6.4
133704,133704,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,15:30:00,6.6,6.4,6.4
133705,133705,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,15:45:00,6.6,6.4,6.4
133706,133706,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,16:00:00,6.6,6.4,6.4
133707,133707,2020-04-26,0.0,7.63,3.79,1.3,1.63,0.0,16:15:00,6.6,6.4,6.4
133708,133708,2020-04-26,0.0,7.63,3.8,1.3,1.63,0.0,16:30:00,6.6,6.4,6.4
133709,133709,2020-04-26,0.0,7.63,3.8,1.3,1.63,0.0,16:45:00,6.6,6.4,6.4
133710,133710,2020-04-26,0.0,7.63,3.8,1.3,1.63,0.0,17:00:00,6.6,6.4,6.4
133711,133711,2020-04-26,0.0,7.63,3.8,1.3,1.63,0.0,17:15:00,6.6,6.4,6.4
133712,133712,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,17:30:00,6.6,6.4,6.4
133713,133713,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,17:45:00,6.6,6.4,6.4
133714,133714,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,18:00:00,6.6,6.4,6.4
133715,133715,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,18:15:00,6.6,6.4,6.4
133716,133716,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,18:30:00,6.6,6.4,6.4
133717,133717,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,18:45:00,6.6,6.4,6.4
133718,133718,2020-04-26,0.0,7.63,3.8,1.29,1.63,0.0,19:00:00,6.6,6.4,6.4
133719,133719,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,19:15:00,6.6,6.4,6.4
133720,133720,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,19:30:00,6.6,6.4,6.4
133721,133721,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,19:45:00,6.6,6.4,6.4
133722,133722,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,20:00:00,6.6,6.4,6.4
133723,133723,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,20:15:00,6.6,6.4,6.4
133724,133724,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,20:30:00,6.6,6.4,6.4
133725,133725,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,20:45:00,6.6,6.4,6.4
133726,133726,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,21:00:00,6.6,6.4,6.4
133727,133727,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,21:15:00,6.6,6.4,6.4
133728,133728,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,21:30:00,6.6,6.4,6.4
133729,133729,2020-04-26,0.0,7.62,3.8,1.29,1.63,0.0,21:45:00,6.6,6.4,6.4
133730,133730,2020-04-26,0.0,7.62,3.8,1.29,1.62,0.0,22:00:00,6.6,6.4,6.4
133731,133731,2020-04-26,0.0,7.62,3.81,1.29,1.62,0.0,22:15:00,6.6,6.4,6.4
133732,133732,2020-04-26,0.0,7.62,3.81,1.29,1.62,0.0,22:30:00,6.6,6.4,6.4
133733,133733,2020-04-26,0.0,7.62,3.81,1.29,1.62,0.0,22:45:00,6.6,6.4,6.4
133734,133734,2020-04-26,0.0,7.62,3.81,1.29,1.62,0.0,23:00:00,6.6,6.4,6.4
133735,133735,2020-04-26,0.0,7.62,3.81,1.28,1.62,0.0,23:15:00,6.6,6.4,6.4
133736,133736,2020-04-26,0.0,7.62,3.81,1.28,1.62,0.0,23:30:00,6.6,6.4,6.4
133737,133737,2020-04-26,0.0,7.62,3.81,1.28,1.62,0.0,23:45:00,6.6,6.4,6.4
133738,133738,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,00:00:00,12.5,12.5,11.9
133739,133739,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,00:15:00,12.5,12.5,11.9
133740,133740,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,00:30:00,12.5,12.5,11.9
133741,133741,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,00:45:00,12.5,12.5,11.9
133742,133742,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,01:00:00,12.5,12.5,11.9
133743,133743,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,01:15:00,12.5,12.5,11.9
133744,133744,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,01:30:00,12.5,12.5,11.9
133745,133745,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,01:45:00,12.5,12.5,11.9
133746,133746,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,02:00:00,12.5,12.5,11.9
133747,133747,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,02:15:00,12.5,12.5,11.9
133748,133748,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,02:30:00,12.5,12.5,11.9
133749,133749,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,02:45:00,12.5,12.5,11.9
133750,133750,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,03:00:00,12.5,12.5,11.9
133751,133751,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,03:15:00,12.5,12.5,11.9
133752,133752,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,03:30:00,12.5,12.5,11.9
133753,133753,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,03:45:00,12.5,12.5,11.9
133754,133754,2020-04-27,0.0,7.62,3.81,1.28,1.62,0.0,04:00:00,12.5,12.5,11.9
133755,133755,2020-04-27,0.0,7.62,3.82,1.28,1.62,0.0,04:15:00,12.5,12.5,11.9
133756,133756,2020-04-27,0.0,7.62,3.82,1.28,1.62,0.0,04:30:00,12.5,12.5,11.9
133757,133757,2020-04-27,0.0,7.62,3.82,1.28,1.62,0.0,04:45:00,12.5,12.5,11.9
133758,133758,2020-04-27,0.0,7.62,3.82,1.28,1.62,0.0,05:00:00,12.5,12.5,11.9
133759,133759,2020-04-27,0.0,7.62,3.82,1.27,1.62,0.0,05:15:00,12.5,12.5,11.9
133760,133760,2020-04-27,0.0,7.62,3.82,1.27,1.62,0.0,05:30:00,12.5,12.5,11.9
133761,133761,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,05:45:00,12.5,12.5,11.9
133762,133762,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,06:00:00,12.5,12.5,11.9
133763,133763,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,06:15:00,12.5,12.5,11.9
133764,133764,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,06:30:00,12.5,12.5,11.9
133765,133765,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,06:45:00,12.5,12.5,11.9
133766,133766,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,07:00:00,12.5,12.5,11.9
133767,133767,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,07:15:00,12.5,12.5,11.9
133768,133768,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,07:30:00,12.5,12.5,11.9
133769,133769,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,07:45:00,12.5,12.5,11.9
133770,133770,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,08:00:00,12.5,12.5,11.9
133771,133771,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,08:15:00,12.5,12.5,11.9
133772,133772,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,08:30:00,12.5,12.5,11.9
133773,133773,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,08:45:00,12.5,12.5,11.9
133774,133774,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,09:00:00,12.5,12.5,11.9
133775,133775,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,09:15:00,12.5,12.5,11.9
133776,133776,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,09:30:00,12.5,12.5,11.9
133777,133777,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,09:45:00,12.5,12.5,11.9
133778,133778,2020-04-27,0.0,7.62,3.82,1.27,1.61,0.0,10:00:00,12.5,12.5,11.9
133779,133779,2020-04-27,0.0,7.62,3.83,1.27,1.61,0.0,10:15:00,12.5,12.5,11.9
133780,133780,2020-04-27,0.0,7.62,3.83,1.27,1.61,0.0,10:30:00,12.5,12.5,11.9
133781,133781,2020-04-27,0.0,7.62,3.83,1.27,1.61,0.0,10:45:00,12.5,12.5,11.9
133782,133782,2020-04-27,0.0,7.62,3.83,1.27,1.61,0.0,11:00:00,12.5,12.5,11.9
133783,133783,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,11:15:00,12.5,12.5,11.9
133784,133784,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,11:30:00,12.5,12.5,11.9
133785,133785,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,11:45:00,12.5,12.5,11.9
133786,133786,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,12:00:00,12.5,12.5,11.9
133787,133787,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,12:15:00,12.5,12.5,11.9
133788,133788,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,12:30:00,12.5,12.5,11.9
133789,133789,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,12:45:00,12.5,12.5,11.9
133790,133790,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,13:00:00,12.5,12.5,11.9
133791,133791,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,13:15:00,12.5,12.5,11.9
133792,133792,2020-04-27,0.0,7.62,3.83,1.26,1.61,0.0,13:30:00,12.5,12.5,11.9
133793,133793,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,13:45:00,12.5,12.5,11.9
133794,133794,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,14:00:00,12.5,12.5,11.9
133795,133795,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,14:15:00,12.5,12.5,11.9
133796,133796,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,14:30:00,12.5,12.5,11.9
133797,133797,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,14:45:00,12.5,12.5,11.9
133798,133798,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,15:00:00,12.5,12.5,11.9
133799,133799,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,15:15:00,12.5,12.5,11.9
133800,133800,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,15:30:00,12.5,12.5,11.9
133801,133801,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,15:45:00,12.5,12.5,11.9
133802,133802,2020-04-27,0.0,7.62,3.83,1.26,1.6,0.0,16:00:00,12.5,12.5,11.9
133803,133803,2020-04-27,0.0,7.62,3.84,1.26,1.6,0.0,16:15:00,12.5,12.5,11.9
133804,133804,2020-04-27,0.0,7.62,3.84,1.26,1.6,0.0,16:30:00,12.5,12.5,11.9
133805,133805,2020-04-27,0.0,7.62,3.84,1.26,1.6,0.0,16:45:00,12.5,12.5,11.9
133806,133806,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,17:00:00,12.5,12.5,11.9
133807,133807,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,17:15:00,12.5,12.5,11.9
133808,133808,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,17:30:00,12.5,12.5,11.9
133809,133809,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,17:45:00,12.5,12.5,11.9
133810,133810,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,18:00:00,12.5,12.5,11.9
133811,133811,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,18:15:00,12.5,12.5,11.9
133812,133812,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,18:30:00,12.5,12.5,11.9
133813,133813,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,18:45:00,12.5,12.5,11.9
133814,133814,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,19:00:00,12.5,12.5,11.9
133815,133815,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,19:15:00,12.5,12.5,11.9
133816,133816,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,19:30:00,12.5,12.5,11.9
133817,133817,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,19:45:00,12.5,12.5,11.9
133818,133818,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,20:00:00,12.5,12.5,11.9
133819,133819,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,20:15:00,12.5,12.5,11.9
133820,133820,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,20:30:00,12.5,12.5,11.9
133821,133821,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,20:45:00,12.5,12.5,11.9
133822,133822,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,21:00:00,12.5,12.5,11.9
133823,133823,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,21:15:00,12.5,12.5,11.9
133824,133824,2020-04-27,0.0,7.62,3.84,1.25,1.6,0.0,21:30:00,12.5,12.5,11.9
133825,133825,2020-04-27,0.0,7.62,3.84,1.25,1.59,0.0,21:45:00,12.5,12.5,11.9
133826,133826,2020-04-27,0.0,7.62,3.84,1.25,1.59,0.0,22:00:00,12.5,12.5,11.9
133827,133827,2020-04-27,0.0,7.62,3.85,1.25,1.59,0.0,22:15:00,12.5,12.5,11.9
133828,133828,2020-04-27,0.0,7.62,3.85,1.25,1.59,0.0,22:30:00,12.5,12.5,11.9
133829,133829,2020-04-27,0.0,7.62,3.85,1.25,1.59,0.0,22:45:00,12.5,12.5,11.9
133830,133830,2020-04-27,0.0,7.62,3.85,1.24,1.59,0.0,23:00:00,12.5,12.5,11.9
133831,133831,2020-04-27,0.0,7.62,3.85,1.24,1.59,0.0,23:15:00,12.5,12.5,11.9
133832,133832,2020-04-27,0.0,7.62,3.85,1.24,1.59,0.0,23:30:00,12.5,12.5,11.9
133833,133833,2020-04-27,0.0,7.62,3.85,1.24,1.59,0.0,23:45:00,12.5,12.5,11.9
133834,133834,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,00:00:00,10.4,11.3,11.1
133835,133835,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,00:15:00,10.4,11.3,11.1
133836,133836,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,00:30:00,10.4,11.3,11.1
133837,133837,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,00:45:00,10.4,11.3,11.1
133838,133838,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,01:00:00,10.4,11.3,11.1
133839,133839,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,01:15:00,10.4,11.3,11.1
133840,133840,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,01:30:00,10.4,11.3,11.1
133841,133841,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,01:45:00,10.4,11.3,11.1
133842,133842,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,02:00:00,10.4,11.3,11.1
133843,133843,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,02:15:00,10.4,11.3,11.1
133844,133844,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,02:30:00,10.4,11.3,11.1
133845,133845,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,02:45:00,10.4,11.3,11.1
133846,133846,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,03:00:00,10.4,11.3,11.1
133847,133847,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,03:15:00,10.4,11.3,11.1
133848,133848,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,03:30:00,10.4,11.3,11.1
133849,133849,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,03:45:00,10.4,11.3,11.1
133850,133850,2020-04-28,0.0,7.62,3.85,1.24,1.59,0.0,04:00:00,10.4,11.3,11.1
133851,133851,2020-04-28,0.0,7.62,3.86,1.24,1.59,0.0,04:15:00,10.4,11.3,11.1
133852,133852,2020-04-28,0.0,7.62,3.86,1.24,1.59,0.0,04:30:00,10.4,11.3,11.1
