,Unnamed: 0,Date,Time,DateTime,Solar0,Solar1,Solar2,Solar3,Solar4,Solar5,olympic_solar,oakleigh_solar,moorabbin_solar
20,133622,2020-04-25,19:00:00,2020-04-25 19:00:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
21,133623,2020-04-25,19:15:00,2020-04-25 19:15:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
22,133624,2020-04-25,19:30:00,2020-04-25 19:30:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
23,133625,2020-04-25,19:45:00,2020-04-25 19:45:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
24,133626,2020-04-25,20:00:00,2020-04-25 20:00:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
25,133627,2020-04-25,20:15:00,2020-04-25 20:15:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
26,133628,2020-04-25,20:30:00,2020-04-25 20:30:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
27,133629,2020-04-25,20:45:00,2020-04-25 20:45:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
28,133630,2020-04-25,21:00:00,2020-04-25 21:00:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
29,133631,2020-04-25,21:15:00,2020-04-25 21:15:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
30,133632,2020-04-25,21:30:00,2020-04-25 21:30:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
31,133633,2020-04-25,21:45:00,2020-04-25 21:45:00,0.0,7.63,3.76,1.33,1.66,0.0,10.4,10.6,10.2
32,133634,2020-04-25,22:00:00,2020-04-25 22:00:00,0.0,7.63,3.76,1.33,1.65,0.0,10.4,10.6,10.2
33,133635,2020-04-25,22:15:00,2020-04-25 22:15:00,0.0,7.63,3.76,1.33,1.65,0.0,10.4,10.6,10.2
34,133636,2020-04-25,22:30:00,2020-04-25 22:30:00,0.0,7.63,3.77,1.33,1.65,0.0,10.4,10.6,10.2
35,133637,2020-04-25,22:45:00,2020-04-25 22:45:00,0.0,7.63,3.77,1.33,1.65,0.0,10.4,10.6,10.2
36,133638,2020-04-25,23:00:00,2020-04-25 23:00:00,0.0,7.63,3.77,1.33,1.65,0.0,10.4,10.6,10.2
37,133639,2020-04-25,23:15:00,2020-04-25 23:15:00,0.0,7.63,3.77,1.33,1.65,0.0,10.4,10.6,10.2
38,133640,2020-04-25,23:30:00,2020-04-25 23:30:00,0.0,7.63,3.77,1.32,1.65,0.0,10.4,10.6,10.2
39,133641,2020-04-25,23:45:00,2020-04-25 23:45:00,0.0,7.63,3.77,1.32,1.65,0.0,10.4,10.6,10.2
40,133642,2020-04-26,00:00:00,2020-04-26 00:00:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
41,133643,2020-04-26,00:15:00,2020-04-26 00:15:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
42,133644,2020-04-26,00:30:00,2020-04-26 00:30:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
43,133645,2020-04-26,00:45:00,2020-04-26 00:45:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
44,133646,2020-04-26,01:00:00,2020-04-26 01:00:00,0.01,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
45,133647,2020-04-26,01:15:00,2020-04-26 01:15:00,0.01,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
46,133648,2020-04-26,01:30:00,2020-04-26 01:30:00,0.01,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
47,133649,2020-04-26,01:45:00,2020-04-26 01:45:00,0.01,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
48,133650,2020-04-26,02:00:00,2020-04-26 02:00:00,0.01,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
49,133651,2020-04-26,02:15:00,2020-04-26 02:15:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
50,133652,2020-04-26,02:30:00,2020-04-26 02:30:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
51,133653,2020-04-26,02:45:00,2020-04-26 02:45:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
52,133654,2020-04-26,03:00:00,2020-04-26 03:00:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
53,133655,2020-04-26,03:15:00,2020-04-26 03:15:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
54,133656,2020-04-26,03:30:00,2020-04-26 03:30:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
55,133657,2020-04-26,03:45:00,2020-04-26 03:45:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
56,133658,2020-04-26,04:00:00,2020-04-26 04:00:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
57,133659,2020-04-26,04:15:00,2020-04-26 04:15:00,0.0,7.63,3.77,1.32,1.65,0.0,6.6,6.4,6.4
58,133660,2020-04-26,04:30:00,2020-04-26 04:30:00,0.0,7.63,3.78,1.32,1.65,0.0,6.6,6.4,6.4
59,133661,2020-04-26,04:45:00,2020-04-26 04:45:00,0.0,7.63,3.78,1.32,1.65,0.0,6.6,6.4,6.4
60,133662,2020-04-26,05:00:00,2020-04-26 05:00:00,0.0,7.63,3.78,1.32,1.65,0.0,6.6,6.4,6.4
61,133663,2020-04-26,05:15:00,2020-04-26 05:15:00,0.0,7.63,3.78,1.32,1.65,0.0,6.6,6.4,6.4
62,133664,2020-04-26,05:30:00,2020-04-26 05:30:00,0.0,7.63,3.78,1.31,1.65,0.0,6.6,6.4,6.4
63,133665,2020-04-26,05:45:00,2020-04-26 05:45:00,0.0,7.63,3.78,1.31,1.65,0.0,6.6,6.4,6.4
64,133666,2020-04-26,06:00:00,2020-04-26 06:00:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
65,133667,2020-04-26,06:15:00,2020-04-26 06:15:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
66,133668,2020-04-26,06:30:00,2020-04-26 06:30:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
67,133669,2020-04-26,06:45:00,2020-04-26 06:45:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
68,133670,2020-04-26,07:00:00,2020-04-26 07:00:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
69,133671,2020-04-26,07:15:00,2020-04-26 07:15:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
70,133672,2020-04-26,07:30:00,2020-04-26 07:30:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
71,133673,2020-04-26,07:45:00,2020-04-26 07:45:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
72,133674,2020-04-26,08:00:00,2020-04-26 08:00:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
73,133675,2020-04-26,08:15:00,2020-04-26 08:15:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
74,133676,2020-04-26,08:30:00,2020-04-26 08:30:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
75,133677,2020-04-26,08:45:00,2020-04-26 08:45:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
76,133678,2020-04-26,09:00:00,2020-04-26 09:00:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
77,133679,2020-04-26,09:15:00,2020-04-26 09:15:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
78,133680,2020-04-26,09:30:00,2020-04-26 09:30:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
79,133681,2020-04-26,09:45:00,2020-04-26 09:45:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
80,133682,2020-04-26,10:00:00,2020-04-26 10:00:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
81,133683,2020-04-26,10:15:00,2020-04-26 10:15:00,0.0,7.63,3.78,1.31,1.64,0.0,6.6,6.4,6.4
82,133684,2020-04-26,10:30:00,2020-04-26 10:30:00,0.0,7.63,3.79,1.31,1.64,0.0,6.6,6.4,6.4
83,133685,2020-04-26,10:45:00,2020-04-26 10:45:00,0.0,7.63,3.79,1.31,1.64,0.0,6.6,6.4,6.4
84,133686,2020-04-26,11:00:00,2020-04-26 11:00:00,0.0,7.63,3.79,1.31,1.64,0.0,6.6,6.4,6.4
85,133687,2020-04-26,11:15:00,2020-04-26 11:15:00,0.0,7.63,3.79,1.31,1.64,0.0,6.6,6.4,6.4
86,133688,2020-04-26,11:30:00,2020-04-26 11:30:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
87,133689,2020-04-26,11:45:00,2020-04-26 11:45:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
88,133690,2020-04-26,12:00:00,2020-04-26 12:00:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
89,133691,2020-04-26,12:15:00,2020-04-26 12:15:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
90,133692,2020-04-26,12:30:00,2020-04-26 12:30:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
91,133693,2020-04-26,12:45:00,2020-04-26 12:45:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
92,133694,2020-04-26,13:00:00,2020-04-26 13:00:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
93,133695,2020-04-26,13:15:00,2020-04-26 13:15:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
94,133696,2020-04-26,13:30:00,2020-04-26 13:30:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
95,133697,2020-04-26,13:45:00,2020-04-26 13:45:00,0.0,7.63,3.79,1.3,1.64,0.0,6.6,6.4,6.4
96,133698,2020-04-26,14:00:00,2020-04-26 14:00:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
97,133699,2020-04-26,14:15:00,2020-04-26 14:15:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
98,133700,2020-04-26,14:30:00,2020-04-26 14:30:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
99,133701,2020-04-26,14:45:00,2020-04-26 14:45:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
100,133702,2020-04-26,15:00:00,2020-04-26 15:00:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
101,133703,2020-04-26,15:15:00,2020-04-26 15:15:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
102,133704,2020-04-26,15:30:00,2020-04-26 15:30:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
103,133705,2020-04-26,15:45:00,2020-04-26 15:45:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
104,133706,2020-04-26,16:00:00,2020-04-26 16:00:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
105,133707,2020-04-26,16:15:00,2020-04-26 16:15:00,0.0,7.63,3.79,1.3,1.63,0.0,6.6,6.4,6.4
106,133708,2020-04-26,16:30:00,2020-04-26 16:30:00,0.0,7.63,3.8,1.3,1.63,0.0,6.6,6.4,6.4
107,133709,2020-04-26,16:45:00,2020-04-26 16:45:00,0.0,7.63,3.8,1.3,1.63,0.0,6.6,6.4,6.4
108,133710,2020-04-26,17:00:00,2020-04-26 17:00:00,0.0,7.63,3.8,1.3,1.63,0.0,6.6,6.4,6.4
109,133711,2020-04-26,17:15:00,2020-04-26 17:15:00,0.0,7.63,3.8,1.3,1.63,0.0,6.6,6.4,6.4
110,133712,2020-04-26,17:30:00,2020-04-26 17:30:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
111,133713,2020-04-26,17:45:00,2020-04-26 17:45:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
112,133714,2020-04-26,18:00:00,2020-04-26 18:00:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
113,133715,2020-04-26,18:15:00,2020-04-26 18:15:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
114,133716,2020-04-26,18:30:00,2020-04-26 18:30:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
115,133717,2020-04-26,18:45:00,2020-04-26 18:45:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
116,133718,2020-04-26,19:00:00,2020-04-26 19:00:00,0.0,7.63,3.8,1.29,1.63,0.0,6.6,6.4,6.4
117,133719,2020-04-26,19:15:00,2020-04-26 19:15:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
118,133720,2020-04-26,19:30:00,2020-04-26 19:30:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
119,133721,2020-04-26,19:45:00,2020-04-26 19:45:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
120,133722,2020-04-26,20:00:00,2020-04-26 20:00:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
121,133723,2020-04-26,20:15:00,2020-04-26 20:15:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
122,133724,2020-04-26,20:30:00,2020-04-26 20:30:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
123,133725,2020-04-26,20:45:00,2020-04-26 20:45:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
124,133726,2020-04-26,21:00:00,2020-04-26 21:00:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
125,133727,2020-04-26,21:15:00,2020-04-26 21:15:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
126,133728,2020-04-26,21:30:00,2020-04-26 21:30:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
127,133729,2020-04-26,21:45:00,2020-04-26 21:45:00,0.0,7.62,3.8,1.29,1.63,0.0,6.6,6.4,6.4
128,133730,2020-04-26,22:00:00,2020-04-26 22:00:00,0.0,7.62,3.8,1.29,1.62,0.0,6.6,6.4,6.4
129,133731,2020-04-26,22:15:00,2020-04-26 22:15:00,0.0,7.62,3.81,1.29,1.62,0.0,6.6,6.4,6.4
130,133732,2020-04-26,22:30:00,2020-04-26 22:30:00,0.0,7.62,3.81,1.29,1.62,0.0,6.6,6.4,6.4
131,133733,2020-04-26,22:45:00,2020-04-26 22:45:00,0.0,7.62,3.81,1.29,1.62,0.0,6.6,6.4,6.4
132,133734,2020-04-26,23:00:00,2020-04-26 23:00:00,0.0,7.62,3.81,1.29,1.62,0.0,6.6,6.4,6.4
133,133735,2020-04-26,23:15:00,2020-04-26 23:15:00,0.0,7.62,3.81,1.28,1.62,0.0,6.6,6.4,6.4
134,133736,2020-04-26,23:30:00,2020-04-26 23:30:00,0.0,7.62,3.81,1.28,1.62,0.0,6.6,6.4,6.4
135,133737,2020-04-26,23:45:00,2020-04-26 23:45:00,0.0,7.62,3.81,1.28,1.62,0.0,6.6,6.4,6.4
136,133738,2020-04-27,00:00:00,2020-04-27 00:00:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
137,133739,2020-04-27,00:15:00,2020-04-27 00:15:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
138,133740,2020-04-27,00:30:00,2020-04-27 00:30:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
139,133741,2020-04-27,00:45:00,2020-04-27 00:45:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
140,133742,2020-04-27,01:00:00,2020-04-27 01:00:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
141,133743,2020-04-27,01:15:00,2020-04-27 01:15:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
142,133744,2020-04-27,01:30:00,2020-04-27 01:30:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
143,133745,2020-04-27,01:45:00,2020-04-27 01:45:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
144,133746,2020-04-27,02:00:00,2020-04-27 02:00:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
145,133747,2020-04-27,02:15:00,2020-04-27 02:15:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
146,133748,2020-04-27,02:30:00,2020-04-27 02:30:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
147,133749,2020-04-27,02:45:00,2020-04-27 02:45:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
148,133750,2020-04-27,03:00:00,2020-04-27 03:00:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
149,133751,2020-04-27,03:15:00,2020-04-27 03:15:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
150,133752,2020-04-27,03:30:00,2020-04-27 03:30:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
151,133753,2020-04-27,03:45:00,2020-04-27 03:45:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
152,133754,2020-04-27,04:00:00,2020-04-27 04:00:00,0.0,7.62,3.81,1.28,1.62,0.0,12.5,12.5,11.9
153,133755,2020-04-27,04:15:00,2020-04-27 04:15:00,0.0,7.62,3.82,1.28,1.62,0.0,12.5,12.5,11.9
154,133756,2020-04-27,04:30:00,2020-04-27 04:30:00,0.0,7.62,3.82,1.28,1.62,0.0,12.5,12.5,11.9
155,133757,2020-04-27,04:45:00,2020-04-27 04:45:00,0.0,7.62,3.82,1.28,1.62,0.0,12.5,12.5,11.9
156,133758,2020-04-27,05:00:00,2020-04-27 05:00:00,0.0,7.62,3.82,1.28,1.62,0.0,12.5,12.5,11.9
157,133759,2020-04-27,05:15:00,2020-04-27 05:15:00,0.0,7.62,3.82,1.27,1.62,0.0,12.5,12.5,11.9
158,133760,2020-04-27,05:30:00,2020-04-27 05:30:00,0.0,7.62,3.82,1.27,1.62,0.0,12.5,12.5,11.9
159,133761,2020-04-27,05:45:00,2020-04-27 05:45:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
160,133762,2020-04-27,06:00:00,2020-04-27 06:00:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
161,133763,2020-04-27,06:15:00,2020-04-27 06:15:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
162,133764,2020-04-27,06:30:00,2020-04-27 06:30:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
163,133765,2020-04-27,06:45:00,2020-04-27 06:45:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
164,133766,2020-04-27,07:00:00,2020-04-27 07:00:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
165,133767,2020-04-27,07:15:00,2020-04-27 07:15:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
166,133768,2020-04-27,07:30:00,2020-04-27 07:30:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
167,133769,2020-04-27,07:45:00,2020-04-27 07:45:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
168,133770,2020-04-27,08:00:00,2020-04-27 08:00:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
169,133771,2020-04-27,08:15:00,2020-04-27 08:15:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
170,133772,2020-04-27,08:30:00,2020-04-27 08:30:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
171,133773,2020-04-27,08:45:00,2020-04-27 08:45:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
172,133774,2020-04-27,09:00:00,2020-04-27 09:00:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
173,133775,2020-04-27,09:15:00,2020-04-27 09:15:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
174,133776,2020-04-27,09:30:00,2020-04-27 09:30:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
175,133777,2020-04-27,09:45:00,2020-04-27 09:45:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
176,133778,2020-04-27,10:00:00,2020-04-27 10:00:00,0.0,7.62,3.82,1.27,1.61,0.0,12.5,12.5,11.9
177,133779,2020-04-27,10:15:00,2020-04-27 10:15:00,0.0,7.62,3.83,1.27,1.61,0.0,12.5,12.5,11.9
178,133780,2020-04-27,10:30:00,2020-04-27 10:30:00,0.0,7.62,3.83,1.27,1.61,0.0,12.5,12.5,11.9
179,133781,2020-04-27,10:45:00,2020-04-27 10:45:00,0.0,7.62,3.83,1.27,1.61,0.0,12.5,12.5,11.9
180,133782,2020-04-27,11:00:00,2020-04-27 11:00:00,0.0,7.62,3.83,1.27,1.61,0.0,12.5,12.5,11.9
181,133783,2020-04-27,11:15:00,2020-04-27 11:15:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
182,133784,2020-04-27,11:30:00,2020-04-27 11:30:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
183,133785,2020-04-27,11:45:00,2020-04-27 11:45:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
184,133786,2020-04-27,12:00:00,2020-04-27 12:00:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
185,133787,2020-04-27,12:15:00,2020-04-27 12:15:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
186,133788,2020-04-27,12:30:00,2020-04-27 12:30:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
187,133789,2020-04-27,12:45:00,2020-04-27 12:45:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
188,133790,2020-04-27,13:00:00,2020-04-27 13:00:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
189,133791,2020-04-27,13:15:00,2020-04-27 13:15:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
190,133792,2020-04-27,13:30:00,2020-04-27 13:30:00,0.0,7.62,3.83,1.26,1.61,0.0,12.5,12.5,11.9
191,133793,2020-04-27,13:45:00,2020-04-27 13:45:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
192,133794,2020-04-27,14:00:00,2020-04-27 14:00:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
193,133795,2020-04-27,14:15:00,2020-04-27 14:15:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
194,133796,2020-04-27,14:30:00,2020-04-27 14:30:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
195,133797,2020-04-27,14:45:00,2020-04-27 14:45:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
196,133798,2020-04-27,15:00:00,2020-04-27 15:00:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
197,133799,2020-04-27,15:15:00,2020-04-27 15:15:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
198,133800,2020-04-27,15:30:00,2020-04-27 15:30:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
199,133801,2020-04-27,15:45:00,2020-04-27 15:45:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
200,133802,2020-04-27,16:00:00,2020-04-27 16:00:00,0.0,7.62,3.83,1.26,1.6,0.0,12.5,12.5,11.9
201,133803,2020-04-27,16:15:00,2020-04-27 16:15:00,0.0,7.62,3.84,1.26,1.6,0.0,12.5,12.5,11.9
202,133804,2020-04-27,16:30:00,2020-04-27 16:30:00,0.0,7.62,3.84,1.26,1.6,0.0,12.5,12.5,11.9
203,133805,2020-04-27,16:45:00,2020-04-27 16:45:00,0.0,7.62,3.84,1.26,1.6,0.0,12.5,12.5,11.9
204,133806,2020-04-27,17:00:00,2020-04-27 17:00:00,0.0,7.62,3.84,1.25,1.6,0.0,12.5,12.5,11.9
205,133807,2020-04-27,17:15:00,2020-04-27 17:15:00,0.0,7.62,3.84,1.25,1.6,0.0,12.5,12.5,11.9
